cloudiness,country,date,max_temp,lat,lng,wind_speed,city_name
90,US,1631672413,76.17,40.5668,-74.5496,0.0,Somerset
31,RU,1631672414,49.87,69.3,139.9,3.4,Deputatsky
1,US,1631672415,76.59,31.4677,-97.1147,1.99,Robinsonville
1,CA,1631672417,53.69,54.3161,-130.3201,4.61,Prince Rupert
67,PG,1631672418,79.93,-10.6167,150.6667,14.56,Samarai
0,AR,1631672419,37.45,-51.6226,-69.2181,21.85,Río Gallegos
64,TC,1631672421,82.67,21.4612,-71.1419,12.06,Cockburn Town
1,US,1631672422,83.98,28.4058,-80.6048,3.44,Cape Canaveral
100,NG,1631672423,72.82,9.9022,4.4192,4.7,Wawa
0,BR,1631672425,73.63,-16.2781,-39.0247,6.91,Santa Cruz Cabrália
75,CA,1631672426,49.59,58.8053,-122.7002,5.75,Fort Nelson
20,BR,1631672427,74.19,-21.4803,-56.1381,7.45,Jardim
75,CA,1631672429,44.06,50.2001,-66.3821,2.3,Sept-Îles
56,PE,1631672431,61.34,-11.0964,-77.6139,11.14,Hualmay
0,AU,1631672434,77.47,-27.0797,153.1586,7.61,Bongaree
2,GL,1631672435,35.06,65.4167,-52.9,9.33,Maniitsoq
0,TR,1631672437,61.27,38.7507,40.5603,1.92,Genç
2,US,1631672440,61.57,40.8021,-124.1637,1.99,Eureka
55,AO,1631672441,70.84,-11.2061,13.8437,7.31,Sumbe
86,AU,1631672443,63.37,-34.6833,150.8667,13.65,Kiama
75,BR,1631672444,80.89,-7.738,-72.6509,2.51,Rodrigues Alves
1,US,1631672446,78.85,40.0931,-83.018,10.36,Worthington
8,RU,1631672447,53.38,51.273,108.843,4.36,Petrovsk-Zabaykal'skiy
100,MX,1631672448,72.73,17.25,-99.5667,2.66,El Ocotito
15,RU,1631672450,35.71,64.5635,39.8302,12.55,Severodvinsk
92,PH,1631672452,86.09,13.25,120.6667,3.76,Mamburao
90,US,1631672453,71.92,42.587,-82.9199,11.5,Charter Township of Clinton
11,BR,1631672455,74.1,-4.8828,-66.8958,2.68,Carauari
40,JP,1631672456,87.39,26.3544,127.8686,17.27,Gushikawa
81,KZ,1631672457,53.47,51.8,68.3333,8.21,Atbasar
29,NZ,1631672459,49.82,-46.1333,167.6833,8.63,Tuatapere
8,VU,1631672460,82.45,-16.0667,167.3833,12.21,Norsup
100,ID,1631672461,79.05,4.4683,97.9683,2.04,Langsa
75,CA,1631672300,55.58,50.6996,-127.4199,9.22,Port Hardy
90,AU,1631672202,58.96,-31.4333,152.9167,16.75,Port Macquarie
1,US,1631672465,94.08,37.9333,-121.3011,11.5,San Joaquin
20,MY,1631672467,85.93,4.6374,103.4368,3.44,Paka
75,US,1631672468,82.65,34.1478,-119.1951,10.36,Port Hueneme
25,SE,1631672469,37.85,63.1792,14.6357,2.3,Östersund
1,US,1631672267,87.67,42.4165,-122.8345,9.22,Jackson
99,PT,1631672473,64.08,40.1629,-8.3327,0.63,Lata
1,US,1631672474,79.18,37.4636,-122.4286,11.5,Half Moon Bay
2,CO,1631672272,76.42,7.0847,-70.7591,1.72,Arauca
89,GB,1631672478,55.8,57.5058,-1.7981,11.83,Peterhead
98,BD,1631672479,82.26,23.2511,90.8592,6.82,Hājīganj
95,PG,1631672481,77.38,-6.2887,145.8655,6.17,Kainantu
100,RU,1631672482,36.21,62.8629,51.8905,5.59,Sindor
0,AR,1631672458,55.56,-31.732,-60.5238,6.89,Paraná
18,IS,1631672247,50.92,63.4427,-20.2734,16.33,Vestmannaeyjar
75,GT,1631672486,81.36,14.3,-91.9167,5.95,Champerico
21,ML,1631672488,96.75,22.6783,-3.9836,4.99,Taoudenni
99,RU,1631672489,57.31,62.7161,129.6658,2.71,Namtsy
19,RU,1631672491,48.09,60.4667,166.1,9.55,Tilichiki
30,AR,1631672492,54.73,-43.3002,-65.1023,18.88,Rawson
100,NZ,1631672493,55.45,-41.4122,175.5153,6.33,Waipawa
92,JP,1631672495,73.36,38.0833,138.4333,10.42,Ryōtsu-minato
90,CA,1631672300,56.73,50.0163,-125.2446,3.44,Campbell River
96,RU,1631672497,36.95,60.0158,41.0614,7.38,Syamzha
92,ID,1631672374,84.25,-0.9492,100.3543,1.5,Padang
100,BY,1631672500,44.6,52.6333,29.7333,5.53,Forsytheganj
0,SK,1631672501,48.02,49.4079,19.4803,2.95,Námestovo
20,AU,1631672503,77.88,-19.25,146.8,14.97,Townsville
9,BS,1631672504,82.22,26.5412,-77.0636,10.36,Marsh Harbour
87,CA,1631672506,66.58,49.8668,-111.3684,5.75,Bow Island
20,PE,1631672508,60.85,-13.7,-76.2167,1.14,Pisco
88,MX,1631672364,88.57,25.2833,-100.0167,4.56,Ciudad de Allende
75,AU,1631672510,68.02,-30.3833,153.1,21.85,Sawtell
75,JP,1631672512,75.56,32.6881,128.8419,8.05,Fukuechō
50,RU,1631672513,43.63,55.7228,93.7594,9.35,Shalinskoye
40,US,1631672514,78.96,36.4337,-99.3904,8.05,Woodward
8,ZM,1631672517,68.85,-15.6167,30.4167,2.75,Luangwa
2,BR,1631672519,73.83,-21.6403,-41.0511,17.27,São João da Barra
6,IR,1631672521,82.29,26.9581,56.2719,2.1,Qeshm
0,RU,1631672522,59.59,53.0452,158.6483,4.47,Petropavlovsk-Kamchatskiy
100,SB,1631672523,85.73,-9.4333,159.95,8.81,Honiara
29,AU,1631672525,64.76,-31.95,141.4333,5.46,Broken Hill
0,BW,1631672526,69.67,-20.4667,22.7167,5.28,Sehithwa
9,GW,1631672527,80.42,11.2833,-15.8333,9.69,Bubaque
55,TZ,1631672529,73.87,-5.2459,39.7666,8.7,Chake Chake
0,CL,1631672516,53.33,-29.9533,-71.3436,1.14,Coquimbo
20,US,1631672379,78.78,45.5234,-122.6762,1.01,Portland
20,US,1631672533,69.51,39.6478,-104.9878,0.0,Englewood
60,KZ,1631672535,56.79,48.6814,71.6433,4.88,Atasū
75,CA,1631672536,54.43,54.5163,-128.6035,9.22,Terrace
4,LT,1631672538,41.88,55.35,23.9,3.09,Dotnuva
98,CU,1631672539,74.53,21.9419,-79.17,5.41,Jatibonico
100,CA,1631672540,68.92,43.7501,-81.7165,14.97,Goderich
100,RU,1631672542,42.58,66.4167,112.4,11.05,Udachny
20,US,1631672544,65.03,45.0205,-93.218,1.99,Saint Anthony
0,RU,1631672545,53.98,57.2107,65.6077,8.95,Melioratorov
99,IN,1631672547,82.69,16.4833,81.8333,5.95,Rāzole
29,RE,1631672548,68.11,-21.0096,55.2707,4.23,Saint-Paul
27,CA,1631672550,52.34,47.5999,-53.2648,5.01,Bay Roberts
76,EC,1631672551,68.43,-0.9,-89.6,10.71,Puerto Baquerizo Moreno
99,ID,1631672552,80.85,-2.4177,115.2494,3.04,Amuntai
0,BR,1631672554,79.66,-9.0153,-42.6994,5.35,São Raimundo Nonato
0,AU,1631672555,71.71,-25.2986,152.8535,8.77,Hervey Bay
90,US,1631672295,67.21,46.8267,-100.8896,5.75,Mandan
100,TR,1631672558,55.29,40.7883,37.6017,2.89,Gürgentepe
78,AU,1631672559,82.45,-20.3167,118.5667,10.36,Port Hedland
40,CA,1631672527,53.58,60.8156,-115.7999,2.3,Hay River
1,ZA,1631672564,45.88,-29.1211,26.214,3.44,Bloemfontein
40,TO,1631672565,81.28,-18.65,-173.9833,9.22,Neiafu
0,NO,1631672566,53.01,63.6559,9.5683,10.36,Beian
100,TH,1631672568,78.91,15.9167,104.75,6.96,Amnat Charoen
60,RU,1631672569,43.29,54.8064,35.9278,10.13,Kondrovo
17,TZ,1631672570,58.15,-6.7167,36.3667,3.69,Kibakwe
100,TR,1631672572,58.41,38.8333,28.1667,3.91,Manisa Province
34,PE,1631672573,60.21,-16.6228,-72.7111,9.04,Camaná
75,TR,1631672574,57.11,40.2386,33.0322,4.61,Çubuk
83,RU,1631672576,34.88,61.05,41.3428,4.85,Solginskiy
2,AU,1631672577,82.24,-25.2406,130.9889,5.75,Yulara
8,NZ,1631672578,52.39,-46.2817,169.8464,5.79,Kaitangata
100,ID,1631672580,78.08,-0.8917,119.8707,1.48,Palu
1,US,1631672581,61.32,40.5982,-124.1573,1.01,Fortuna
6,RU,1631672583,60.4,46.4856,135.8833,4.74,Vostok
1,US,1631672584,68.81,36.6177,-121.9166,1.01,Pacific Grove
96,AO,1631672585,67.95,-9.6608,20.3916,4.09,Saurimo
100,MV,1631672587,80.8,2.6708,72.8944,6.06,Kudahuvadhoo
100,RU,1631672588,50.94,55.8214,65.5842,7.67,Belozërskoye
0,LY,1631672590,73.63,29.0331,21.5482,8.16,Jalu
100,CA,1631672591,46.18,49.7834,-74.8492,15.52,Chapais
40,DE,1631672592,66.99,50.1667,8.5667,2.3,Steinbach am Taunus
100,RU,1631672594,39.22,62.7084,56.1964,6.02,Troitsko-Pechorsk
0,VE,1631672595,70.86,8.0086,-62.3989,3.29,Upata
100,CU,1631672597,82.76,21.8833,-82.8,2.86,Nueva Gerona
76,CN,1631672599,77.09,34.4328,116.5911,2.73,Tangzhai
100,CM,1631672600,72.23,9.05,13.7333,2.68,Lagdo
28,KG,1631672601,60.12,42.3414,78.0056,1.7,Kyzyl-Suu
0,EG,1631672603,82.63,26.7693,31.5021,6.29,Ţahţā
25,MU,1631672604,68.09,-20.2078,57.7625,10.09,Quatre Cocos
4,PK,1631672605,70.81,29.7994,66.845,3.2,Mastung
82,UA,1631672607,51.39,49.7318,29.6657,5.44,Skvyra
1,PF,1631672608,79.29,-16.4833,-151.75,17.69,Faanui
100,RU,1631672609,41.92,56.06,85.6197,4.76,Tayga
98,IN,1631672611,85.64,13.15,79.9167,10.38,Tiruvallur
81,TD,1631672612,69.4,11.0297,20.2827,5.21,Am Timan
50,RU,1631672613,58.46,49.5776,111.9753,7.99,Kyra
99,RU,1631672615,58.57,62.0989,126.6992,7.18,Berdigestyakh
0,RU,1631672616,45.1,64.75,177.4833,6.71,Anadyr
0,EG,1631672618,75.36,31.3525,27.2453,10.58,Marsá Maţrūḩ
37,RU,1631672619,51.22,62.55,155.55,1.14,Dukat
90,CL,1631672620,59.23,-18.475,-70.3042,5.75,Arica
27,BR,1631672624,78.1,-17.8814,-51.7144,4.36,Jatai
90,US,1631672625,78.4,32.3502,-85.1999,3.44,Russell
100,FR,1631672626,69.26,45.6125,5.1456,5.75,Villefontaine
100,JP,1631672628,85.23,31.4167,130.3167,5.99,Kaseda-shirakame
79,AU,1631672629,63.18,-34.5833,150.8552,7.0,Flinders
100,RU,1631672631,56.66,54.4815,53.471,9.57,Oktyabr'skiy
75,AU,1631672543,59.13,-32.25,148.6167,8.05,Dubbo
50,RU,1631672633,39.97,68.0531,39.5131,11.63,Ostrovnoy
100,VG,1631672634,84.2,18.4167,-64.6167,16.02,Road Town
6,BR,1631672636,72.68,-6.2222,-57.7528,1.23,Jacareacanga
5,MR,1631672637,92.57,20.5169,-13.0499,15.61,Atar
7,ZM,1631672638,68.65,-14.97,22.6814,5.08,Kalabo
90,CL,1631672641,44.55,-45.5752,-72.0662,4.61,Coyhaique
0,ZA,1631672642,65.12,-28.4675,30.1551,4.54,Ekuvukeni
56,PH,1631672643,85.23,12.2188,125.4808,7.4,Alugan
0,MX,1631672645,70.7,30.4833,-115.95,10.18,San Quintín
56,CN,1631672646,77.09,30.3,109.4833,0.4,Enshi
44,CN,1631672647,87.73,23.2955,113.8284,2.21,Licheng
0,AR,1631672483,59.72,-31.5375,-68.5364,8.48,San Juan
15,MA,1631672650,64.6,29.5833,-9.5,3.69,Tiznit Province
96,GB,1631672651,61.3,51.3813,1.3862,13.38,Margate
100,RU,1631672653,42.66,63.05,179.3167,14.0,Beringovskiy
100,CA,1631672654,55.26,50.3164,-122.8027,5.53,Pemberton
75,NU,1631672655,80.49,-19.0595,-169.9187,10.36,Alofi
100,RU,1631672657,54.77,63.0494,147.1858,4.74,Myaundzha
100,BJ,1631672658,76.82,6.4965,2.6036,4.38,Porto-Novo
49,CO,1631672659,78.82,6.2805,-71.1,4.16,Puerto Rondón
0,CN,1631672661,67.15,43.801,87.6005,6.71,Ürümqi
59,CN,1631672662,83.84,24.4058,109.6086,4.38,Luorong
4,NC,1631672424,85.98,-22.2763,166.4572,7.0,Noumea
1,US,1631672664,60.76,64.8378,-147.7164,6.91,Fairbanks
20,GD,1631672666,82.08,12.0564,-61.7485,9.22,St. George's
100,CI,1631672667,71.11,7.3819,-6.4778,2.33,Vavoua
20,US,1631672492,84.52,21.5028,-158.0236,12.66,Wahiawā
0,MX,1631672669,72.28,27.9769,-114.0611,17.02,Guerrero Negro
0,BR,1631672671,78.13,-0.6136,-47.3561,7.45,Salinópolis
100,LR,1631672672,76.68,4.375,-7.7169,11.01,Harper
8,CN,1631672673,76.46,42.8,93.45,8.19,Kumul
0,CN,1631672675,70.59,44.0167,87.3167,6.71,Changji
0,SY,1631672676,69.13,35.3029,37.1841,6.17,Abu Samrah
60,PG,1631672677,82.15,-2.5744,150.7967,18.12,Kavieng
65,NA,1631672679,64.96,-17.4667,16.3333,7.85,Eenhana
0,BW,1631672680,68.14,-22.2687,28.7495,6.35,Mathathane
9,SK,1631672681,61.86,48.6197,17.7226,6.91,Vrbové
50,RU,1631672683,40.89,53.1229,34.9852,7.47,Karachev
1,US,1631672387,70.25,43.4065,-124.2243,11.5,North Bend
13,TR,1631672685,66.92,36.9559,36.2,2.33,Erzin
0,CN,1631672687,60.46,47.8667,88.1167,1.63,Altay
95,ID,1631672688,90.7,-8.4667,118.7167,3.4,Bima
1,US,1631672672,63.09,45.6796,-111.0386,1.99,Bozeman
39,IN,1631672690,70.29,29.85,79.7667,0.96,Bāgeshwar
4,GE,1631672692,58.57,41.9563,42.9566,3.49,Khani
1,PF,1631672693,79.29,-16.5167,-151.75,17.67,Vaitape
1,US,1631672589,65.44,40.6995,-99.0815,5.75,Kearney
78,AO,1631672696,63.48,-14.6585,17.691,0.56,Menongue
99,CV,1631672697,79.41,14.8961,-24.4956,5.99,São Filipe
0,FR,1631672698,67.41,44.5875,-1.0519,2.3,Arrondissement d'Arcachon
52,CA,1631672700,32.04,66.1451,-65.7125,3.22,Pangnirtung
1,US,1631672701,75.29,34.0454,-81.1293,1.01,Saint Andrews
70,MX,1631672703,79.93,19.9711,-96.6114,6.4,Emilio Carranza
94,CN,1631672705,87.6,22.8134,115.8257,7.47,Jieshi
1,BR,1631672706,71.49,-10.6917,-39.8536,6.24,Itiúba
57,SK,1631672708,66.49,48.2156,18.6071,5.61,Levice
52,CL,1631672709,57.79,-25.4,-70.4833,3.44,Taltal
75,BR,1631672710,77.85,-5.8172,-35.3954,4.61,Utinga
0,BR,1631672712,76.1,-0.1833,-50.05,6.49,Tucumã
40,MX,1631672713,77.2,14.7208,-92.4215,3.44,Puerto Madero
26,MU,1631672714,68.38,-20.0064,57.6608,4.0,Grand Gaube
0,JP,1631672716,68.63,42.9744,140.5089,5.39,Iwanai
78,ID,1631672717,84.94,-7.7479,112.0132,6.85,Gondanglegi
79,PH,1631672719,90.09,14.3122,121.1114,4.52,Santa Rosa
1,US,1631672720,74.05,41.1415,-73.3579,5.01,Westport
4,RO,1631672721,55.96,46.4333,26.4,2.95,Asău
35,RU,1631672657,50.94,53.6167,109.6167,8.63,Barguzin
93,US,1631672724,59.83,46.5333,-87.6335,10.94,Marquette
1,US,1631672725,62.74,43.7094,-98.0298,0.0,Mitchell
40,RU,1631672727,35.71,64.5401,40.5433,6.71,Arkhangelsk
46,HK,1631672461,89.96,22.2855,114.1577,6.26,Hong Kong
75,CA,1631672729,52.18,50.1001,-91.917,0.0,Sioux Lookout
90,ES,1631672730,62.64,43.4619,-5.9311,3.44,Llanera
100,CF,1631672732,67.8,6.2679,21.2247,2.13,Ippy
20,BR,1631672733,74.64,-9.6658,-35.7353,2.3,Maceió
0,NA,1631672734,49.08,-22.9575,14.5053,5.75,Walvis Bay
68,AO,1631672736,63.95,-8.1881,15.375,2.33,Camabatela
99,CA,1631672737,76.59,49.0331,-119.4524,3.44,Osoyoos
40,AU,1631672738,95.32,-14.4667,132.2667,6.91,Katherine
72,PG,1631672740,89.13,-8.8785,147.7407,5.82,Kokoda
100,CA,1631672741,75.09,44.0787,-80.2041,14.52,Shelburne
75,CA,1631672743,44.46,49.1667,-57.4316,2.3,Deer Lake
7,BR,1631672744,75.79,-7.4706,-34.8086,11.34,Pitimbu
41,CA,1631672745,49.12,48.6499,-53.1147,24.25,Bonavista
0,RU,1631672747,43.61,56.1681,92.6767,6.71,Yemel'yanovo
3,CA,1631672748,60.76,49.2681,-100.9967,6.93,Melita
90,US,1631672506,51.85,58.3019,-134.4197,1.99,Juneau
75,CN,1631672750,75.58,38.3167,116.8667,8.75,Cangzhou
97,BF,1631672752,83.98,14.1022,-1.6306,11.25,Djibo
0,IR,1631672753,74.35,36.2126,57.6819,5.12,Sabzawār
0,GF,1631672754,78.46,5.3833,-52.95,7.96,Sinnamary
2,PF,1631672756,78.82,-16.7,-151.0167,19.51,Fare
12,CO,1631672757,76.64,6.189,-67.4859,3.24,Puerto Carreño
100,IN,1631672758,76.82,11.8675,75.3576,4.76,Kannur
100,LR,1631672760,76.64,5.8808,-10.0467,7.16,Buchanan
100,BR,1631672761,83.71,-15.6178,-46.4233,2.44,Buritis
1,US,1631672762,76.19,42.4406,-76.4966,1.01,Ithaca
76,CO,1631672764,73.9,3.6569,-76.6886,1.77,Dagua
1,US,1631672766,68.23,41.8666,-103.6672,1.99,Scottsbluff
99,JP,1631672768,85.12,28.3667,129.4833,16.35,Naze
20,PE,1631672769,82.44,-8.3791,-74.5539,3.44,Pucallpa
0,CN,1631672771,68.11,40.2833,97.2,2.35,Yumen
15,PF,1631672772,84.22,-17.7333,-149.15,17.27,Tautira
70,IE,1631672773,58.82,53.5333,-7.35,1.1,Mullingar
97,ID,1631672775,85.03,-2.6833,111.6167,1.95,Pangkalanbuun
90,US,1631672776,76.71,37.2711,-87.1764,0.0,Morehead
100,RU,1631672481,41.9,65.3667,64.6667,3.0,Muzhi
23,RU,1631672778,37.04,66.3167,-179.1667,1.52,Egvekinot
0,AR,1631672780,41.7,-38.3739,-60.2798,9.33,Tres Arroyos
30,SD,1631672781,87.75,19.1059,37.3321,2.91,Sawākin
99,RU,1631672784,52.39,52.0197,85.9114,7.18,Mayma
36,KZ,1631672785,63.34,45.2514,77.9838,4.79,Ushtobe
78,GL,1631672787,34.72,66.9395,-53.6735,6.55,Sisimiut
75,US,1631672549,68.49,42.2529,-71.0023,4.0,Quincy
90,US,1631672789,53.47,59.6425,-151.5483,10.36,Homer
82,RU,1631672790,38.5,67.4667,86.5833,13.06,Igarka
0,LY,1631672792,76.28,32.767,22.6367,17.27,Darnah
82,US,1631672793,82.67,34.8014,-106.5436,8.46,Meadow Lake
93,CO,1631672510,74.8,3.8653,-67.9239,2.24,Inírida
75,TH,1631672796,75.18,9.1667,99.25,4.61,Surat Thani
21,RU,1631672797,55.26,51.6544,84.3197,5.17,Soloneshnoye
96,AU,1631672798,64.2,-35.7167,150.1833,9.26,Batemans Bay
3,GB,1631672800,59.41,51.0333,-4.2167,0.87,Northam
100,MM,1631672801,80.38,20.15,92.9,7.25,Sittwe
6,SA,1631672802,75.65,26.326,43.975,5.55,Buraidah
5,AU,1631672804,63.1,-36.0833,146.9167,4.61,Albury
99,PH,1631672805,83.84,20.4487,121.9702,8.25,Basco
99,US,1631672807,75.69,40.4465,-74.386,1.01,South River
100,NO,1631672808,42.13,70.8578,29.0864,7.18,Berlevåg
20,PT,1631672809,64.65,37.7667,-25.7,5.75,Arrifes
38,ET,1631672811,53.67,12.6,37.4667,4.76,Gonder
67,GT,1631672812,68.83,14.2258,-90.4742,2.48,Pueblo Nuevo Viñas
100,PA,1631672813,80.33,9.5167,-79.0333,2.68,Tubualá
5,GF,1631672815,78.04,5.6592,-53.7767,8.19,Mana
40,MY,1631672816,78.8,6.3265,99.8432,4.61,Kuah
